datetime,date,time,city,state,country,shape,duration (seconds),duration (hours/min),comments,latitude,longitude,lighting_conditions
4/22/2011 22:00,2011-04-22,22:00,topeka,ks,us,fireball,3,3 sec,Bright&#44 fast moving object over my head became even brighter before blinking out,39.05,-95.68,night
4/22/2011 22:30,2011-04-22,22:30,cordova,tn,us,other,120,2 min.,Silent grey triangular shaped craft sighted moving slowly above a quiet neighborhood,35.16,-89.78,night
4/22/2011 23:00,2011-04-22,23:00,burley,id,us,light,180,3 minutes,Mystery disc seen from 50 or less feet away zooms off&#33&#33,42.54,-113.79,night
4/22/2012 00:01,2012-04-22,00:01,regina (canada),sk,ca,triangle,8,8 seconds,My friends and I have been outside for a few hours. We reside in Regina sask. At approximately midnight we all saw three lights moving,50.45,-104.62,night
4/22/2012 00:15,2012-04-22,00:15,fort worth,tx,us,chevron,15,15 seconds,Large grey UFO flies with no sound,32.73,-97.32,night
4/22/2012 01:00,2012-04-22,01:00,vancouver,wa,us,oval,480,8 minutes,Five red glowing oval lights hovering and slowly moving,45.64,-122.66,night
4/22/2012 01:05,2012-04-22,01:05,rennes (france),,,sphere,3,3 seconds,UFO OVNI Rennes France Light 04/22/12  22 avril 2012 nuit night,48.12,-1.68,night
4/22/2012 02:15,2012-04-22,02:15,lewisville tx,tx,,formation,30,30sec,I did see a UFO&#33&#33&#33&#33 NO KIDDING&#33&#33&#33 Had No Lights on it and looked like a big Glider. Made no sound at all and was really kind of hard to,33.05,-96.99,night
4/22/2012 02:30,2012-04-22,02:30,ga/fl border,fl,,light,40,40sec,Bright white light with blue outline over trees near fla border,27.66,-81.52,night
4/22/2012 07:30,2012-04-22,07:30,shaver lake,ca,us,fireball,7,5-7 seconds,Bright light in the sky over Shaver Lake CA,37.1,-119.32,daylight
4/22/2012 11:08,2012-04-22,11:08,yakima,wa,us,fireball,20,15-20 seconds,Big loud flare sound then flash of light as a fireball shooting across the sky sound of a fading flare.,46.6,-120.5,daylight
4/22/2012 13:00,2012-04-22,13:00,albuquerque,nm,us,rectangle,2700,45 minutes,White Circular object seen over Albuquerque&#44 NM,35.08,-106.65,daylight
4/22/2012 14:00,2012-04-22,14:00,birmingham (uk/england),,gb,sphere,60,1 minute,UFO shows up after photo is taken.,52.47,-1.92,daylight
4/22/2012 18:00,2012-04-22,18:00,san diego,ca,us,light,1200,20 minutes,40 bright objects&#44 yellow/red lights&#44 rose one at a time from the horizon over La Jolla&#44 California.,32.72,-117.16,night
4/22/2012 20:32,2012-04-22,20:32,vancouver,wa,us,fireball,300,5 minutes,((HOAX??))  One howering craft splits in to two and flyes away.,45.64,-122.66,night
4/22/2012 20:45,2012-04-22,20:45,royse city,tx,us,formation,600,10 mintues,Two reddish/orange lights seen moving slowly and stopping outright on the horizon.,32.98,-96.33,night
4/22/2012 21:00,2012-04-22,21:00,cedar lake,in,us,light,2631600,1 month,I have seen the same object in the sky for the past month. It always appears around 21:00pm and usually stays there until 23:00. It mov,41.36,-87.44,night
4/22/2012 21:00,2012-04-22,21:00,kennesaw,ga,us,circle,900,10-15 minutes,Bright orange light began moving and flashing,34.02,-84.62,night
4/22/2012 21:00,2012-04-22,21:00,west palm beach,fl,us,sphere,600,~5-10 minutes,Bright pulsating Orange/Red light vanishing and re-appearing for a few minutes.,26.71,-80.04,night
4/22/2012 21:30,2012-04-22,21:30,carlisle,pa,us,sphere,3,3 seconds,Fast moving blue ball of light,40.2,-77.19,night
4/22/2012 21:36,2012-04-22,21:36,everett,wa,us,triangle,4,4 seconds,Swiftly moving triangle with brighter lights at all three corners&#44 plus one in the center.,47.98,-122.2,night
4/22/2012 21:40,2012-04-22,21:40,owen sound (canada),on,ca,light,20,15 to 20 seconds,My wife and myself walking our dog in our city . Walking southward to northward I looked up in sky and spotted 3 lights&#44 at first I tr,44.57,-80.85,night
4/22/2012 22:00,2012-04-22,22:00,mountain home,id,us,flash,3,2 to 3 sec,Looked like camera flash but in the sky,43.13,-115.69,night
4/22/2012 22:05,2012-04-22,22:05,snow lake (canada),mb,,fireball,45,45 seconds,There where two objects.The first one came into veiw&#44 for only a few seconds.The second one was the same shape&#44 and appeared to,54.88,-100.02,night
4/22/2012 22:10,2012-04-22,22:10,rapid city,sd,us,other,7,6 or 7 seconds,WE SAW A V SHAPED&#44 DULL GRAY&#44 ALMOST TRANSPARENT&#44 OBJECT SILENTLY GLIDING THROUGH THE SKY AT A HIGH RATE OF SPEED.,44.08,-103.23,night
4/22/2012 22:20,2012-04-22,22:20,marysville,ca,us,light,60,1 minute,Orbital Light moving in unusual pattern,39.15,-121.59,night
4/22/2013 02:04,2013-04-22,02:04,boulder,co,us,disk,300,5 minutes,Rotating disc with blinking colored lights seen flying along ridge in north Boulder&#44 followed by quickly moving lights on the ground.,40.02,-105.27,night
4/22/2013 05:25,2013-04-22,05:25,naughton (canada),on,ca,circle,360,6 minutes,4 red circular objects accompanied by large noise&#44 two joined and then paired with the other two to form one large red circular craft.,46.4,-81.17,night
4/22/2013 18:00,2013-04-22,18:00,phoenix,az,us,sphere,6,6 seconds,Flying sphere passes by American Airlines flight 1367 on final approach to Phoenix.,33.45,-112.07,night
4/22/2013 18:25,2013-04-22,18:25,salem,or,us,cigar,2,seconds,Greenish blue object  with white tail  sighted in salem&#44  oregon.,44.94,-123.03,night
4/22/2013 21:00,2013-04-22,21:00,elk grove,ca,us,cigar,7200,2+ hours,A long bodied object hovered in the air over Elk Grove&#44 too high in the sky to be a chopper. The object moved.  ((Star??)),38.41,-121.37,night
4/22/2013 21:00,2013-04-22,21:00,litchfield,me,,triangle,30,30 seconds,A &quot;star&quot; that started moving across the sky,44.17,-69.93,night
4/22/2013 21:00,2013-04-22,21:00,superior,az,us,fireball,1800,30 minutes,Fireballs appearing across the sky disappearing with jets circling the objects.  Jets very low.,33.29,-111.1,night
4/22/2013 22:00,2013-04-22,22:00,memphis,tn,us,diamond,7200,2 hours,40 to 50 objects hovering over memphis tennessee,35.15,-90.05,night
4/22/2013 22:10,2013-04-22,22:10,arlington heights,il,us,formation,600,10 minutes,Formation of three orange/red orbs&#44 followed by another orb several minutes later pass overhead.,42.09,-87.98,night
4/22/2013 22:15,2013-04-22,22:15,toledo,or,us,light,1800,25-30 minutes,A large  rotating UFO over the coast of Oregon with smaller orb like lights,44.62,-123.94,night
4/22/2013 22:45,2013-04-22,22:45,lihue,hi,us,light,180,3 minutes,Falling fading lights,21.98,-159.37,night
4/22/2013 23:00,2013-04-22,23:00,grand rapids,mi,us,other,5400,1-1.5 hours,Multiple orange lights,42.96,-85.67,night
4/22/2013 23:50,2013-04-22,23:50,pearl river,la,us,diamond,120,1-2 minutes,Pearl River&#44 La fast moving&#44 SILENT&#44 imperfect circular object&#44 1 bright light in front surrounded by green/yellow soaring low in sky.,30.38,-89.75,night
4/22/2014 00:26,2014-04-22,00:26,grande prairie (canada),ab,ca,triangle,4,4 seconds,Lopsided Triangular Set of Lights travelling in unisom from east to west across the night sky.,55.17,-118.8,night
4/22/2014 01:50,2014-04-22,01:50,vacaville,ca,us,light,180,3 minutes,Large purple light attached to a few smaller green lights that hovered in the air and disappeared.,38.36,-121.99,night
4/22/2014 02:30,2014-04-22,02:30,sam&#39s gap (top of nc/tn mountain),nc,,triangle,240,4 minutes,Large triangular shaped craft about a hand size (extending my hand straight out).,35.95,-82.56,night
4/22/2014 05:30,2014-04-22,05:30,escondido,ca,us,formation,600,10 minutes,Driving S on I-15 @ 530 am.  Saw lights appear on my left.  First&#44 2 then several began appearing and vanishing.,33.12,-117.09,night
4/22/2014 20:00,2014-04-22,20:00,jupiter,fl,us,fireball,600,10 minutes,Slow moving&#44 silent orange lights.,26.93,-80.09,night
4/22/2014 20:29,2014-04-22,20:29,memphis,tn,us,light,120,2 minutes,Orange lights fairly bright changed to white with a clear slightly oval circle around them and rapidly picked up speed.,35.15,-90.05,night
4/22/2014 20:30,2014-04-22,20:30,aberdeen,md,us,disk,1800,30 minutes,Staring out my window across the Susquehanna River I see a humongous object with 4 lights.  I looked through my binoculars.,39.51,-76.16,night
4/22/2014 20:50,2014-04-22,20:50,cocoa beach,ny,,fireball,180,3 minutes,We saw a ball of orange light slowly ascending into the sky and then it just disappeared.,40.71,-74.01,night
4/22/2014 21:00,2014-04-22,21:00,cajah&#39s mountain,nc,,rectangle,60,1 minute,Driving on remote road&#44 a rectangular craft trailed by a ball of light flew directly overhead about 45-60 feet with no noise.,35.85,-81.54,night
4/22/2014 21:00,2014-04-22,21:00,ft. campbell,tn,,light,3,3 seconds,Saw a bright light for about 3 seconds. Thought it was a aircraft landing light. Did not move. Light dimmed and looked like it was head,36.66,-87.48,night
4/22/2014 21:00,2014-04-22,21:00,miami beach,fl,us,disk,15,15 seconds,Object was an orbital light neon green that flew parallel to beach for appx.quarter of mile then disappeared.,25.79,-80.13,night
4/22/2014 21:00,2014-04-22,21:00,morristown,tn,us,triangle,180,2-3 minutes,UFO&#44 3 larger lights form triangle&#44 1 smaller dim light on top&#44 all non flashing&#44 fast/silent flight&#44 military jet in pursuit (slower).,36.21,-83.3,night
4/22/2014 21:00,2014-04-22,21:00,walla walla,wa,us,,172800,2 days,Helicopters going over at night&#44 weird sounds outside and inside for the past 2 days.,46.06,-118.34,night
4/22/2014 21:17,2014-04-22,21:17,fletcher,nc,us,triangle,20,20 seconds,Triangular craft with lights on each vertice spotted silently hovering 30-40 feet above a field off I-26 East at exit 54 in Fletcher.,35.43,-82.5,night
4/22/2014 21:30,2014-04-22,21:30,craig,co,us,light,6,6 seconds,Two craft moving in circular motion around each other.  One craft disapered. The other stoped and dimmed (still brighter than stars).,40.52,-107.55,night
4/22/2014 21:30,2014-04-22,21:30,maumee,oh,us,circle,6,5-6 seconds,Distant dot of light crossed night sky from west to east in 5 or 6 seconds&#44 too slow for meteor&#44 far too fast for jet.,41.56,-83.65,night
4/22/2014 21:30,2014-04-22,21:30,twilight,wv,us,sphere,60,1 minute,Bright objects moving in sky.,37.93,-81.62,night
4/22/2014 21:35,2014-04-22,21:35,zagreb (croatia),,,light,300,5 minutes,Object appearing as a star was changing light intensity while moving in the night sky.,45.82,15.98,night
4/22/2014 21:40,2014-04-22,21:40,mount pulaski,il,us,sphere,30,30 seconds,Bright light appeared behind my car on an empty road&#44 followed for a few seconds and disappeared into the air.,40.01,-89.28,night
4/22/2014 23:17,2014-04-22,23:17,fallbrook,ca,us,fireball,15,15 seconds,4 fireballs in the sky&#44 hovering.,33.38,-117.25,night
4/23/2007 00:00,2007-04-23,00:00,marion,ia,us,unknown,120,2 minutes,A strange short sirun noise with two massive jet streams of smoke in the sky in rainbow formation.,42.03,-91.6,night
4/23/2007 05:00,2007-04-23,05:00,north atlantic ocean,,,sphere,30,30 sec,2 passengers observe glowing&#44 red sphere during trans-Atlantic flight,35.75,-39.46,night
4/23/2007 08:00,2007-04-23,08:00,elmore,al,us,triangle,600,10 minutes,A seemingly cloaked or disguised craft,32.54,-86.32,daylight
4/23/2007 11:12,2007-04-23,11:12,des moines,ia,us,circle,600,10min,Hazed lights traveling dew north in a clockwise position.,41.6,-93.61,daylight
4/23/2007 20:00,2007-04-23,20:00,richmond,va,us,cigar,60,1 minute,cigar shaped object over richmond,37.55,-77.46,night
4/23/2007 21:30,2007-04-23,21:30,pasadena,ca,us,unknown,1800,30 minutes,somewhat clustered object moving in line,34.15,-118.14,night
4/23/2007 22:00,2007-04-23,22:00,derbyshire (uk/england),,gb,circle,30,30 seconds,Amber glow&#44 circular&#44 static&#44seemed low in the sky to the eye same as a small coin.then sped off.,53.17,-1.58,night
4/23/2007 23:00,2007-04-23,23:00,san jose,ca,us,cigar,30,hours,hovering saucer\cigar shaped object&#44 4 white lights that changed stationary to sweeping over San Jose for HOURS,37.34,-121.89,night
4/23/2007 23:45,2007-04-23,23:45,palm coast,fl,us,oval,900,15 minutes,There was a bright white light&#44 bigger than a star or planet moving in the sky.  ((NUFORC Note:  Possibly Venus??  PD)),29.58,-81.21,night
4/23/2008 00:00,2008-04-23,00:00,miami,fl,us,triangle,15,15 seconds,triangle shaped object with lights on each corner flying really low.,25.77,-80.19,night
4/23/2008 00:00,2008-04-23,00:00,newport,or,us,light,60,1 min,0:00 04/23/08 Newport Oregon High Flying Objects with Red Halo/Haze @ High Speed&#44 No Sound,44.64,-124.05,night
4/23/2008 00:00,2008-04-23,00:00,orchard park,ny,us,changing,600,10 min,It got me off. 500 Lights On Object0: Yes,42.77,-78.74,night
4/23/2008 00:30,2008-04-23,00:30,towson,md,us,triangle,120,2 min,Triangular object&#44 no lights or engines&#44 completely silent,39.4,-76.6,night
4/23/2008 01:00,2008-04-23,01:00,montreal (canada),qc,ca,other,7200,2 hours,20-30 moving lights in Montreal Canada.,45.5,-73.58,night
4/23/2008 01:30,2008-04-23,01:30,addison,al,us,disk,300,less than 5 min.,Large&#44 colorful disk shaped ufo over Addison.,34.2,-87.18,night
4/23/2008 10:03,2008-04-23,10:03,bellevue,wa,us,sphere,120,2 minuted,As I was pulling into my driveway&#44 I got out of my car and noticed a bright spherically shaped orb up in the sky&#44 moving at a slow rate,47.61,-122.2,daylight
4/23/2008 11:09,2008-04-23,11:09,jamestown,ky,us,triangle,480,8 min,Ufo over lake cumberland.,36.98,-85.06,daylight
4/23/2008 12:20,2008-04-23,12:20,new orleans,la,us,cigar,7200,2 hours,thing s were stolen by an unknown identity,29.95,-90.08,daylight
4/23/2008 18:00,2008-04-23,18:00,riverhead,ny,us,cylinder,600,10 minutes,I noticed this craft was not an airplane but of unknown origin,40.92,-72.66,night
4/23/2008 19:00,2008-04-23,19:00,augusta,me,us,teardrop,720,12 minutes,I saw a UFO,44.31,-69.78,night
4/23/2008 20:00,2008-04-23,20:00,newtown,pa,us,fireball,180,3 mins,Orange/White Object with Fire Trail seen crashing from the sky in Northeast Pa.,40.23,-74.94,night
4/23/2008 20:30,2008-04-23,20:30,mchenry,il,us,unknown,60,1 minute,I saw some lights in the back yard and grabbed my camera to take pictures. The pictures just looked black after I took them so I never,42.33,-88.27,night
4/23/2008 21:00,2008-04-23,21:00,basalt,co,us,unknown,1800,> 30 minutes,fast moving&#44 zagging; bright lights and hovering at times.,39.37,-107.03,night
4/23/2008 21:00,2008-04-23,21:00,berlin,ct,us,sphere,60,1 minute,Round orange hazy glow traveling from the south west going north east towards Hartford. about 2&#44000 ft. up with a speed of 200 miles pe,41.62,-72.75,night
4/23/2009 13:45,2009-04-23,13:45,columbus,oh,us,sphere,600,10 minutes,slow moving metallic orb in sky stopping in mid flight and then changing direction,39.96,-83.0,daylight
4/23/2009 19:10,2009-04-23,19:10,cranston,ri,us,disk,60,1 minute,Two Silver Objects diagonal from each other hovered&#44 then jolted upwards&#44 and vanished out of sight on a clear day.,41.78,-71.44,night
4/23/2009 21:00,2009-04-23,21:00,las vegas,nv,us,unknown,300,5 minutes,Jets take off toward the north then orange lights glow in succession repeatedly.,36.17,-115.14,night
4/23/2009 21:00,2009-04-23,21:00,miami,fl,us,circle,45,45 sec -1:00,miami us citizen witness a ufo,25.77,-80.19,night
4/23/2009 21:05,2009-04-23,21:05,lake charles,la,us,triangle,120,1-2 minutes,My family and I saw a UFO last night at our house.,30.23,-93.22,night
4/23/2009 21:30,2009-04-23,21:30,shepherdsville,ky,us,light,360,6 minutes,Lights Over Shepherdsville Kentucky,37.99,-85.72,night
4/23/2009 21:35,2009-04-23,21:35,martinsburg,wv,us,diamond,60,1:00 min,This was no ultralight or helicopter&#33 It was something totally different . it defied the laws of  nature&#33,39.46,-77.96,night
4/23/2009 21:39,2009-04-23,21:39,malton (canada),on,ca,light,60,60 seconds,Large yellow orb that didn&#8217;t flash&#44 blink or make any sound (reminded me of a star)that remained motionless in the sky near an airport&#44,43.7,-79.63,night
4/23/2009 23:24,2009-04-23,23:24,fillmore,in,us,triangle,15,15 seconds,Triangle craft quite large no lights.,39.67,-86.75,night
4/23/2010 01:45,2010-04-23,01:45,stillwater,mn,us,sphere,1800,30 minutes,A strange glowing / pulsating colored light was observed in the skys along with a jet that seemed to intercept it,45.06,-92.81,night
4/23/2010 12:40,2010-04-23,12:40,norcoss,ga,,other,30,30 seconds,Black &quot;boomerang&quot; over Norcross&#44 GA during thunderstorm.,33.94,-84.21,daylight
4/23/2010 13:00,2010-04-23,13:00,atlanta (after takeoff; in flight),ga,us,sphere,5,5 seconds,White spherical orb seen from airliner.,33.75,-84.39,daylight
4/23/2010 15:40,2010-04-23,15:40,hagerstown,md,us,formation,300,5 minutes,multiple objects in large formation in the afternoon,39.64,-77.72,daylight
4/23/2010 15:40,2010-04-23,15:40,westwood,nj,us,other,30,30 seconds,Pyramidal Craft over Westwood NJ,40.99,-74.03,daylight
4/23/2010 19:15,2010-04-23,19:15,fort lauderdale,fl,us,light,1200,20 minutes,Two stationary lights off Fort Lauderdale,26.12,-80.14,night
4/23/2010 20:15,2010-04-23,20:15,coquitlam (canada),bc,ca,unknown,120,2 min.,Object circling the Moon.  ((NUFORC Note:  Date is wrong.  Possible hoax.  PD)),49.27,-122.78,night
4/23/2010 21:30,2010-04-23,21:30,ogden,ut,us,light,5,3-5 seconds,White light over Ogden&#44 Utah,41.22,-111.97,night
4/23/2010 21:40,2010-04-23,21:40,yorba linda,ca,us,cigar,5,5 seconds,twinkie shaped object with lights hovering over Yorba Linda&#44 CA (Weir Canyon Exit),33.89,-117.81,night
4/23/2010 23:00,2010-04-23,23:00,corona,ca,us,circle,60,1 minute,just flew from the east to the west,33.88,-117.57,night
4/23/2010 23:30,2010-04-23,23:30,kenhorst/reading,pa,,light,120,total 2 mins,Bright green orb of light appeared twice to two astonished sighters,40.31,-75.94,night
4/23/2011 01:00,2011-04-23,01:00,whitefish,mt,us,triangle,60,1 minute,Triangle ufo whitefish montana,48.41,-114.34,night
4/23/2011 11:39,2011-04-23,11:39,pembroke,va,us,oval,23,23 seconds,An oval hover craft was above one of the buildings in Pembroke. It has lights going around in a circle. It went in a circle one more ti,37.32,-80.64,daylight
4/23/2011 16:00,2011-04-23,16:00,las vegas,nv,us,light,900,15 min,flying orbs over las vegas,36.17,-115.14,daylight
4/23/2011 20:22,2011-04-23,20:22,lodi,ca,us,changing,960,16 min,bright object eradically zig zaging in sky around airplanes&#44 almost strobing light effect. above lodi&#44ca,38.13,-121.27,night
4/23/2011 20:35,2011-04-23,20:35,orland,ca,us,light,60,1 minute,Yellow-white light hovers before speeding off into the night sky,39.75,-122.2,night
4/23/2011 20:59,2011-04-23,20:59,spokane valley,wa,us,rectangle,90,90 seconds,Dim rectangular object seen over Spokane Valley.,47.67,-117.24,night
4/23/2011 21:00,2011-04-23,21:00,murfreesboro,tn,us,rectangle,1800,30 minutes,12 to 15 orange fiery object over Murfreesboro&#44 TN,35.85,-86.39,night
4/23/2011 21:30,2011-04-23,21:30,south reno,nv,,unknown,90,~90 seconds,Blue light with green &quot;contrail.&quot;,39.53,-119.81,night
4/23/2011 22:43,2011-04-23,22:43,ibadan (univ. of ibadan)  (nigeria),,,unknown,3600,1hr or more,Glittering UFO,7.4,3.92,night
4/23/2011 22:45,2011-04-23,22:45,palm beach gardens,fl,us,light,900,15 minutes,Bobbing red&#44 blue and white light seen west of Palm Beach Gardens&#44 FL.,26.82,-80.14,night
4/23/2011 23:27,2011-04-23,23:27,yakima,wa,us,diamond,2280,38 minutes,Two round orbs of light shifting in area,46.6,-120.5,night
4/23/2012 02:00,2012-04-23,02:00,birmingham (uk/england),,gb,other,1200,20 minutes,WHITE GLOBES OF LIGHT,52.47,-1.92,night
4/23/2012 04:15,2012-04-23,04:15,decatur,il,us,cigar,120,2 mins,Strange lights above decatur ill.,39.84,-88.95,night
4/23/2012 09:30,2012-04-23,09:30,maple grove,mn,us,circle,180,3 minutes,Bright circle of light that hovers. Seen 5 different times. On film 3 times.,45.07,-93.46,daylight
4/23/2012 11:43,2012-04-23,11:43,greer,sc,us,flash,180,3 min,2 Flashing red lights fly slow and silent over my home. i have video,34.94,-82.23,daylight
4/23/2012 14:33,2012-04-23,14:33,melbourne,fl,us,other,120,2 minutes,Encounter with grey transparent beings.,28.08,-80.61,daylight
4/23/2012 20:30,2012-04-23,20:30,windsor,il,us,circle,300,5 min,Sighting of a UFO traveling over Rural Central Illinois.,39.44,-88.59,night
4/23/2012 21:00,2012-04-23,21:00,richardson,tx,us,triangle,80,60-80 seconds,First time to observe such an object in the sky,32.95,-96.73,night
4/23/2012 21:14,2012-04-23,21:14,st. helena,nc,us,triangle,3,2-3 seconds,Triangulum Gargantua UFO,34.52,-77.92,night
4/23/2012 21:33,2012-04-23,21:33,yakima,wa,us,,600,10 minutes,Lights appeared and moved around lighting show in Yakima&#44 Washington,46.6,-120.5,night
4/23/2012 21:46,2012-04-23,21:46,new york city (manhattan),ny,us,,300,3 to 5 min,White light descended and ascended with strong flash.,40.71,-74.01,night
4/23/2012 21:50,2012-04-23,21:50,rio rancho,nm,us,light,60,1 minute,At 9:50 PM i was heading home from a park near Riverview Drive. As I was leaving the park&#44 turning West&#44 I noticed a red light in the W,35.23,-106.66,night
4/23/2012 21:54,2012-04-23,21:54,marco island,fl,,cylinder,60,1 minute or less,The object went from relatively still to disappeared from sight in 2 seconds.,25.94,-81.71,night
4/23/2012 22:00,2012-04-23,22:00,hinesville,ga,us,light,1800,30 mins,Strange light in the sky near Hinesville&#44 GA,31.85,-81.6,night
4/23/2012 22:03,2012-04-23,22:03,stockton(west of),ca,us,light,2400,35-40 minutes,At 10:03 pm saw a Flashing red&#44 blue&#44 white light. Hovers in same spot for around 35-40 minutes. Flickering three different colors. Hea,37.96,-121.29,night
4/23/2012 22:21,2012-04-23,22:21,grindstone,pa,us,light,120,2 minutes,Large white object with a slight yellow tint seen being followed/chased by jets.,40.02,-79.83,night
4/23/2012 22:40,2012-04-23,22:40,cedar park,tx,us,chevron,10,10 seconds,A boomerang shaped shadow flew over me at a commercial airplane speed,30.5,-97.82,night
4/23/2012 24:00,2012-04-23,00:00,juneau,ak,us,light,30,30 seconds,Strange lights being seen in Juneau&#44 AK night sky.,58.3,-134.42,night
4/23/2013 00:00,2013-04-23,00:00,exeter,ne,us,light,7200,2 hours,Tiny white ufos flying among the stars,40.64,-97.45,night
4/23/2013 03:15,2013-04-23,03:15,ypsilanti,mi,us,triangle,60,40-60 seconds,Low and slow moving with red and white lights,42.24,-83.61,night
4/23/2013 20:50,2013-04-23,20:50,babson park,fl,us,fireball,2,seconds,Red&#44 yellow&#44 and orange fireballs flying low in Babson Park/ Frostproof&#44 FL,27.83,-81.52,night
4/23/2013 21:00,2013-04-23,21:00,london,ky,us,triangle,600,10 minutes,My son and I saw a triangle shaped object while watching for meteors..,37.13,-84.08,night
4/23/2013 21:00,2013-04-23,21:00,south fulton,tn,us,circle,30,30 seconds,Star moves then disappeared.,36.5,-88.88,night
4/23/2013 21:55,2013-04-23,21:55,chesaprake,va,,sphere,180,3:00 minutes,Orange object over Chesapeake,36.77,-76.29,night
4/23/2013 22:00,2013-04-23,22:00,lexington,nc,us,triangle,60,1 minute,Black gliding air craft&#44 blue and red light at the end of  wings&#44 flying low.,35.82,-80.25,night
4/23/2013 23:00,2013-04-23,23:00,clinton,ny,us,triangle,120,2 minutes,Three white constant bright lights one red blinking light next to white front one &#44 made triangular shape. quiet and slow.,43.05,-75.38,night
4/23/2014 00:57,2014-04-23,00:57,la mesa,ca,us,circle,15,10-15 seconds,Me and my son saw this huge white light come out of the sky to ground or pacific ocean very strange this was no metor&#33,32.77,-117.02,night
4/23/2014 03:45,2014-04-23,03:45,raywick,ky,us,circle,240,4 minutes,A round white object in sky that was moving.,37.56,-85.43,night
4/23/2014 08:37,2014-04-23,08:37,charlotte,nc,us,disk,300,5 minutes,Over 20 ufos seen flying towards charlotte nc airport.,35.23,-80.84,daylight
4/23/2014 19:35,2014-04-23,19:35,nikko (japan),,,triangle,300,5 minutes,Huge silent slowly moving triangle craft in the sky over the mountains in Nikko&#44 Japan.,36.72,139.7,night
4/23/2014 20:08,2014-04-23,20:08,dauphin island,al,us,light,600,10 minutes,Orange balls in pattern over gulf/Mobile Bay.,30.26,-88.11,night
4/23/2014 20:15,2014-04-23,20:15,clovis,nm,us,unknown,120,2 minutes,Bright solid light moveing east then changed to southeast. The bright light faded to a solid red then faded out.,34.4,-103.2,night
4/23/2014 20:30,2014-04-23,20:30,phoenix,az,us,circle,300,5 minutes,White light no noise 1 witness circular in shape.,33.45,-112.07,night
4/23/2014 21:00,2014-04-23,21:00,alpharetta,ga,us,light,8,4-8 seconds,Green light n Southern Sky.,34.08,-84.29,night
