datetime,date,time,city,state,country,shape,duration (seconds),duration (hours/min),comments,latitude,longitude,lighting_conditions
2/9/2008 09:00,2008-02-09,09:00,covina,ca,us,rectangle,7200,2 hours,jet black blanket foating in the night sky&#44 as welll a round sphere way out in the distance shooting out multie colored fire balls,34.09,-117.89,daylight
2/9/2008 10:55,2008-02-09,10:55,ukiah,ca,us,disk,1200,20 min,ufo sighting in northern california three of them 1055 am 2-9-08,39.15,-123.21,daylight
2/9/2008 11:15,2008-02-09,11:15,rome,ga,us,light,300,3-5 minutes,4 flahsing lights hovering in night sky,34.26,-85.16,daylight
2/9/2008 12:45,2008-02-09,12:45,brentwood,tn,us,oval,5,5 seconds,Oval Shaped object sighted playing golf around 12:45PM&#44 Brentwood&#44 TN,36.03,-86.78,daylight
2/9/2008 13:00,2008-02-09,13:00,dana point,ca,us,disk,1800,20-30 mins,My description is the most ultra silver color that you can ever imagine&#44 silver as being.  The brighest of silver ever.  The brightest,33.47,-117.7,daylight
2/9/2008 14:08,2008-02-09,14:08,san carlos&#44 sonora (mexico),,,oval,64800,18 hours,UFO over San Carlos&#44 Sonora&#44 Mexico.  ((NUFORC Note:  Lens flares.  PD)),27.96,-111.04,daylight
2/9/2008 15:00,2008-02-09,15:00,dallas,tx,us,circle,120,2 minutes,Yellow/orange light moving around slowly&#44 appeared to be around 1&#44500&#39 altitude,32.78,-96.8,daylight
2/9/2008 16:40,2008-02-09,16:40,westbank (canada),bc,ca,formation,5,5 seconds,Saw a streaking object for only a few seconds&#44 travelling too fast to be a bird or small engine plane.,49.84,-119.61,daylight
2/9/2008 18:00,2008-02-09,18:00,baileyton,tn,us,triangle,480,8 minutes,An amazing sighting of a UFO in Tennessee was filmed.,36.33,-82.84,night
2/9/2008 18:00,2008-02-09,18:00,greeneville,tn,us,oval,1080,18 mins,Cross Anchor sighting Greene county Tennessee.,36.16,-82.83,night
2/9/2008 19:30,2008-02-09,19:30,san francisco,ca,us,changing,60,1 minute,Bright lights&#44 three horizontal rows&#44 maybe ten lights across each row&#44 each light was bigger and brighter than any star.,37.78,-122.42,night
2/9/2009 06:20,2009-02-09,06:20,syracuse,ny,us,light,1200,15-20 min,extremely bright light moving back&amp;forth southwestern sky Syracuse&#44NY disappeared upward,43.05,-76.15,daylight
2/9/2009 11:00,2009-02-09,11:00,penticton (canada),bc,ca,sphere,1800,30 minutes,Glowing spherical object Penticton  B.C. Canada Feb. 9&#44 2009 looking at the full moon,49.5,-119.58,daylight
2/9/2009 18:14,2009-02-09,18:14,baltimore,md,us,rectangle,180,3 minutes,Square and round UFO anomalies imaged over Baltimore Maryland,39.29,-76.61,night
2/9/2009 21:20,2009-02-09,21:20,salford (uk/england),,gb,changing,60,1 minute,I have just submitted a report.lokking at your other reports I see someone has caught what I saw on video.Morris plains on jan6.,52.03,-0.63,night
2/9/2009 21:20,2009-02-09,21:20,salford (uk/england),,gb,changing,60,1 minute,Lay on the sofa watching tv&#44I saw red lights out of the corner of my eye&#44 I live on the 13th floor and thought it was a firework initia,52.03,-0.63,night
2/9/2010 18:00,2010-02-09,18:00,kettleman city,ca,us,triangle,15,15 seconds,Red lights in a triangle over Kettleman City&#44 CA,36.01,-119.96,night
2/9/2010 21:00,2010-02-09,21:00,bedford,tx,us,light,60,1 min,Bright red lights moving south,32.84,-97.14,night
2/9/2010 21:00,2010-02-09,21:00,modesto,ca,us,changing,900,15 min,Blue UFO in North Modesto&#44 Ca.,37.64,-121.0,night
2/9/2011 01:20,2011-02-09,01:20,carol stream,il,us,,180,3 minutes,Bright light&#44 still for 1 minute&#44 moving slowly&#44 then sped up and disappeared,41.91,-88.13,night
2/9/2011 12:15,2011-02-09,12:15,lake forest,ca,us,circle,10,10secs,bright circle craft heading east past airplane,33.65,-117.69,daylight
2/9/2011 19:10,2011-02-09,19:10,troy,il,us,fireball,5,5 seconds,A yellow/orange fireball was seen streaking across the eastern sky very low on the horizon.,38.73,-89.88,night
2/9/2011 20:00,2011-02-09,20:00,lenox (general area),ma,us,triangle,15,15 sec,saw a triangular flying object in the berkshires tonight.,42.36,-73.29,night
2/9/2011 21:30,2011-02-09,21:30,moab,ut,us,light,3600,1 hour,Strange hovering&#44 flickering red and white light over Moab Utah.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),38.57,-109.55,night
2/9/2011 24:00,2011-02-09,00:00,laurinburg,nc,us,unknown,15,15 seconds,SAW A FALLING STAR THEN SAW A LINE OF BRIGHT WHITE LIGHTS MOVING UNLIKE ANY CRAFT IVE EVER SEEN MADE NO NOISE THEN VANISHED VERY FREAKY,34.77,-79.46,night
2/9/2012 00:47,2012-02-09,00:47,rochester hills,mi,us,triangle,180,2-3 minutes,Triangular object with bright white lights on each corner and faint light and blinking light in middle,42.66,-83.15,night
2/9/2012 02:00,2012-02-09,02:00,monroe,mi,us,unknown,7200,between 2:00 and 4:00 am,Weird light above the fields in Ida&#44 a takeoff and possible landing,41.92,-83.4,night
2/9/2012 19:50,2012-02-09,19:50,puerto escondido (mexico),,,sphere,60,1 minute,A sphere&#44 changing from orange to white&#44 passed over my home at around 7:30-7:40 tonight. There was no sound&#44 but it was traveling at a,15.87,-97.07,night
2/9/2012 20:00,2012-02-09,20:00,bakersfield,ca,us,light,300,5 minutes,Three red-orange lights appear over I-5/westside of Bakersfield,35.37,-119.02,night
2/9/2012 20:00,2012-02-09,20:00,madison,al,us,light,180,3 minutes,Several bright  white &amp; one red lights moving quickly over the Madison/Huntsville/Owens Cross Road area 1 light not a plane.,34.7,-86.75,night
2/9/2012 20:15,2012-02-09,20:15,tucson,az,us,circle,120,2 min,15 - 20 yellow orange object on straight line trajectory,32.22,-110.93,night
2/9/2012 21:30,2012-02-09,21:30,troy,mi,us,light,300,5 min,Orange tinted orbs observed over Troy&#44 MI (along with star-like light to the east) ((NUFORC Note:  Possible &quot;Chinese&quot; lanterns?  PD)),42.61,-83.15,night
2/9/2012 22:00,2012-02-09,22:00,hartville,oh,us,triangle,180,2 - 3 minutes,Large triangular craft (size of com. jet)&#44 flat black&#44 bright white lights on points&#44 hovered/rotated 180 degrees &amp; moved away slowly.,40.96,-81.33,night
2/9/2012 22:00,2012-02-09,22:00,rochester hills,mi,us,sphere,60,1 minute,3 amber-tan spheres spotted over skies in michigan,42.66,-83.15,night
2/9/2012 22:00,2012-02-09,22:00,taos,nm,us,other,60,throughout night,Several blinking red lights circling Taos&#44 NM valley.,36.41,-105.57,night
2/9/2012 23:45,2012-02-09,23:45,puerto vallarta (mexico),,,other,1800,approx 20-30 mins,8 oranges lights with 3 dropping something into the ocean at Puerto Vallarta on 9  February 2012&#44 at 23:00hrs.,20.65,-105.23,night
2/9/2013 00:00,2013-02-09,00:00,auckland (new zealand),,,circle,40,40 seconds,Red orange shimmering slow moving orb.....new zealand...many more sighted and not reported from the info i have gathered,-36.85,174.76,night
2/9/2013 00:00,2013-02-09,00:00,decatur,ga,us,formation,300,5 minutes,12 orange balls of light fly over Atlanta.,33.77,-84.3,night
2/9/2013 01:50,2013-02-09,01:50,boulder,co,us,circle,5,~5 seconds,Falling bright green orb&#44 lasted only seconds. Close to foothills.  ((NUFORC Note:  Possible meteor?  PD)),40.02,-105.27,night
2/9/2013 02:50,2013-02-09,02:50,pasadena,md,us,flash,2,2 seconds,Mega flash of pure white light.,39.11,-76.57,night
2/9/2013 03:40,2013-02-09,03:40,downey,ca,us,light,2,seconds,UFO sighting over Los Angeles&#44 2013.02.09 at 3:40am,33.94,-118.13,night
2/9/2013 06:35,2013-02-09,06:35,columbia,sc,us,oval,600,10 minutes (?),Moving single white light in sky that changed directions then halted until it faded from sight.,34.0,-81.04,daylight
2/9/2013 18:25,2013-02-09,18:25,rocklin,ca,us,circle,3600,>1 hour,Two Unidentified Objects Flying in Sky Over Sacramento County on February 9&#44 2013&#44 at Approximately 6:25pm.,38.79,-121.23,night
2/9/2013 20:00,2013-02-09,20:00,hana,hi,us,fireball,1200,20 minutes,8-10 firey red and orange flares fly over Hana&#44 HI&#44 toward Haleakala.,20.76,-155.99,night
2/9/2013 21:35,2013-02-09,21:35,lithia,fl,us,circle,600,10 minutes,Orange orbs seen in Lithia Eastern sky. Uneven formation &amp; no flashing lights. Travelled faster than a passenger plane.  Travelled from,27.85,-82.18,night
2/9/2013 21:42,2013-02-09,21:42,pacifica,ca,us,fireball,60,1 minute,Fireball shaped object&#44 orange in color&#44 above montara mountains... floating then appeared to have slowly jetted away&#44 like no other ai,37.61,-122.49,night
2/9/2013 22:55,2013-02-09,22:55,seattle,wa,us,fireball,300,5 minutes,Red &quot;fireballs&quot; in the sky.,47.61,-122.33,night
2/9/2014 01:05,2014-02-09,01:05,bethel,ny,us,diamond,300,5 minutes,3 ufos&#39 emitting low frequency hum&#44 spotted in sullivan county by backpacker.,41.68,-74.87,night
2/9/2014 02:00,2014-02-09,02:00,jacksonville,fl,us,fireball,300,3-5 minutes,Strange Row of Lights Over Jacksonville&#44 Fl.,30.33,-81.66,night
2/9/2014 12:00,2014-02-09,12:00,vineland,nj,us,light,900,15 minutes,This was not the first time that I seen this&#44 the white ball of light between the trees and the red beam of lights.,39.49,-75.03,daylight
2/9/2014 18:00,2014-02-09,18:00,rockville,md,us,fireball,30,30 seconds,Went outside due to a low flying military helicopter seconds later at a much higher altitude a large fireball appeared falling towards,39.08,-77.15,night
2/9/2014 19:37,2014-02-09,19:37,clinton,ia,us,circle,7,7 seconds,I was walking downtown. The sky was riddle with shinny stars&#44as I was walking &#44I had  been looking at the ground. In the  back of my mi,41.84,-90.19,night
2/9/2014 19:45,2014-02-09,19:45,newnan,ga,us,circle,120,2 minutes,I saw a red shining light in the eastern sky at 7:45 pm that seemed to be a UFO?,33.38,-84.8,night
2/9/2014 20:00,2014-02-09,20:00,st. anthony,mn,us,circle,7,7 seconds,Bright orb seen moving slowly over lake and the picked up speed and disappeared.,45.02,-93.22,night
2/9/2014 20:15,2014-02-09,20:15,mandeville,la,us,light,120,2 minutes,Strange moving light over Mandeville.,30.36,-90.07,night
2/9/2014 20:32,2014-02-09,20:32,maricopa,az,us,oval,120,2 minutes,Red glowing disc wart like in appearance around tree top level.,33.06,-112.05,night
2/9/2014 21:35,2014-02-09,21:35,lahaina,hi,us,light,240,4 minutes,Two constant&#44 non-flashing&#44 red lights separated by 30 degrees tracked in tandem W to E at altitude of 4000+&#39.,20.88,-156.68,night
3/10/2007 00:00,2007-03-10,00:00,alliance,oh,us,circle,20,20seconds,17 circles in four v shapes&#33,40.92,-81.11,night
3/10/2007 02:00,2007-03-10,02:00,jacksonville,fl,us,triangle,2700,45min,A triangle with bright white lights at each point and red flickering light in the middle. Lasted about 40min.,30.33,-81.66,night
3/10/2007 02:30,2007-03-10,02:30,hammonds plains (canada),ns,,unknown,1200,15 - 20 minutes,It was the night of March 10th 2007 at around 2:10 in the morning. Me and my best friend Steve were sitting in his car waiting to go on,44.73,-63.79,night
3/10/2007 16:40,2007-03-10,16:40,isanti,mn,us,changing,6,6 seconds,Bright light in the sky changed shape or direction then disappeared.,45.49,-93.25,daylight
3/10/2007 18:20,2007-03-10,18:20,dewitt,ia,,triangle,600,10 minutes,object was traveling from South to North directly over town at a constant speed.,41.82,-90.54,night
3/10/2007 19:40,2007-03-10,19:40,canyon lake,ca,us,light,3,3 seconds,I saw a bright light streak across the sky&#44 then it looked like it shot straight up&#44 and then vanished.,33.68,-117.27,night
3/10/2007 20:00,2007-03-10,20:00,st. charles,il,us,triangle,4,4 sec,Large arrowhead object with white lights around perimeter&#44 flew over my hot tub.,41.91,-88.31,night
3/10/2007 20:23,2007-03-10,20:23,new york city (staten island),ny,us,light,180,2-3 min,Small white lights seen weekly slight green aura,40.71,-74.01,night
3/10/2007 21:00,2007-03-10,21:00,franklin,va,us,light,7200,2 hours,Extremely bright light over Franklin&#44 VA.  ((NUFORC Note:  Venus.  PD)),36.68,-76.92,night
3/10/2007 22:00,2007-03-10,22:00,northamptonshire (uk/england),,gb,other,240,4 mins,5 bright orange lights fly in formation,52.32,-0.85,night
3/10/2007 22:00,2007-03-10,22:00,wolverhampton (uk/england),,gb,sphere,4200,1 hour 10 mins,small satalite shaped object seen doing turns and curcuits over wolverhampton&#4410th march 07.  ((NUFOR,52.58,-2.13,night
3/10/2008 05:45,2008-03-10,05:45,naples,fl,us,light,3,3 seconds,On Monday&#44 March 10&#44 2008 at approximately 5:45 a.m. I went out to get the paper at the end of the driveway.  There was a very&#44 very br,26.14,-81.8,night
3/10/2008 06:37,2008-03-10,06:37,orlando,fl,us,egg,3,about 3 seconds,A bright bluesh/green light heading quickly towards the ground.,28.54,-81.38,daylight
3/10/2008 07:10,2008-03-10,07:10,big rapids,mi,us,fireball,300,5 minutes,Green Light seen  flying towards Michigan with a yellowish-green trail.,43.7,-85.48,daylight
3/10/2008 07:30,2008-03-10,07:30,fort collins (near),co,us,oval,4,3 to 4 seconds,Slow moving ellipse lit from beneath by the early-morning sun.,40.59,-105.08,daylight
3/10/2008 09:20,2008-03-10,09:20,nashville,tn,us,light,45,30-45 seconds,Green stream of light that was moving in a manner that made it seem alive and not a craft Flying through the sky at a very slow rate of,36.17,-86.78,daylight
3/10/2008 11:04,2008-03-10,11:04,dublin,ga,us,other,1,1sec,Loud sonic boom noises which shake building structures.,32.54,-82.9,daylight
3/10/2008 13:30,2008-03-10,13:30,las vegas,nv,us,light,600,10 minutes,UFO&#39s practicing with the Thunderbirds?,36.17,-115.14,daylight
3/10/2008 19:54,2008-03-10,19:54,pueblo,co,us,oval,45,45 seconds,By Pueblo Blvd. and Highway 50 red light 80 ft. high gives off steam trail as it descends to 50 ft.&#44 then disappears.,38.25,-104.61,night
3/10/2008 20:57,2008-03-10,20:57,hampton,va,us,sphere,120,2 minutes,Strange Lights Near Langley Air Force Base...But these are no man made craft&#33,37.03,-76.35,night
3/10/2008 21:00,2008-03-10,21:00,goodlettsville,tn,us,unknown,300,5 min,Slow moving odd shaped object flying on hitt lane in goodlettsville&#44 tn,36.32,-86.71,night
3/10/2008 21:15,2008-03-10,21:15,little rock/maumell,ar,,unknown,60,1 minute,Horizontal row of lights seen from a bridge over the Arkansas river&#44 which changed configuration to a vertical column and disappeared,34.83,-92.43,night
3/10/2008 22:10,2008-03-10,22:10,bergen,ny,us,chevron,20,20 seconds,Red chevrons in the sky,43.09,-77.94,night
3/10/2009 11:10,2009-03-10,11:10,tucson,az,us,cylinder,20,one hour,Cylinder shape made out of &quot;line&quot; lights in Tucson,32.22,-110.93,daylight
3/10/2009 11:20,2009-03-10,11:20,claremont,ca,us,light,300,5 min,Bright white/red changing light moving calmly across sky&#44 possible round/oval shape to it,34.1,-117.72,daylight
3/10/2009 19:30,2009-03-10,19:30,falmouth,ma,us,other,5,5 sec,Three non blinking&#44 slowly moving light sources converged into one single light source and appeared to within 200 feet of the ground.,41.55,-70.62,night
3/10/2009 20:30,2009-03-10,20:30,falmouth,ma,us,triangle,120,2 min.,A very large&#44 silent&#44 slow moving triangle shaped craft with three non blinking lights was seen changing course by pivoting.,41.55,-70.62,night
3/10/2009 20:50,2009-03-10,20:50,montgomery,ny,us,triangle,60,1 minute,Craft spotted along Route 17K about a mile west of Winding Hills Park. It was flying too low for an airplane taking off from Stewar,41.53,-74.24,night
3/10/2009 21:45,2009-03-10,21:45,pensacola,fl,us,fireball,60,1 minute,Turned off of Bayou Blvd in on onto Godwinson. Saw an extremely bright red light slowly moving down from the sky with one trail of smok,30.42,-87.22,night
3/10/2009 21:55,2009-03-10,21:55,newport beach,ca,us,circle,300,5 minutes,03/10/09 Two 2-foot-diameter bright white lighted circles &quot;dancing&#44&quot; each with one red light on the circle.,33.62,-117.93,night
3/10/2009 23:42,2009-03-10,23:42,pensacola,fl,us,light,180,3 minutes,Light with trail that stalled.,30.42,-87.22,night
3/10/2010 00:23,2010-03-10,00:23,huson,mt,us,circle,120,several minutes,Three large circular crafts moving towards Missoula.,47.03,-114.33,night
3/10/2010 00:45,2010-03-10,00:45,anaheim,ca,us,disk,5,5 seconds,Flying Saucer Seen Cruising Over I-5 Near Anaheim Late at Night,33.84,-117.91,night
3/10/2010 02:40,2010-03-10,02:40,moravian falls,nc,us,light,5,5 seconds,Bright white light over Moravian Falls changes to yellow-green as it falls,36.1,-81.18,night
3/10/2010 03:00,2010-03-10,03:00,west liberty,il,us,triangle,2700,45min,A star wars aeronautic spectacle.,39.88,-91.11,night
3/10/2010 11:00,2010-03-10,11:00,maarsbergen (netherlands),,,sphere,900,15 minutes,Seeking object,52.06,5.41,daylight
3/10/2010 19:00,2010-03-10,19:00,livermore,ca,us,flash,900,hours.,Round ball of flashing lights for three nights&#44 then vanished as I was looking at the light&#44 returned with a beam of light.,37.68,-121.77,night
3/10/2010 19:45,2010-03-10,19:45,wentzville,mo,us,light,300,5 minutes,Bright amber light dim to bright,38.81,-90.85,night
3/10/2011 03:00,2011-03-10,03:00,san diego,ca,us,light,5,5 seconds,I saw a very bright stationary light that was maybe 1.5 miles away. Since it was near a military air station I looked for running light,32.72,-117.16,night
3/10/2011 07:46,2011-03-10,07:46,lake havasu city,az,us,disk,180,3 minutes,Bright Amber Disk - Travels Across The Desert Sky,34.48,-114.32,daylight
3/10/2011 14:45,2011-03-10,14:45,whitchurch (buckinghamshire) (uk/england),,gb,sphere,180,3 minutes,UFO-Flying Saucer?,51.99,-4.7,daylight
3/10/2011 16:47,2011-03-10,16:47,oak lawn,il,us,cigar,4,4 seconds,UFO Cigar I think I saw was crazy,41.71,-87.76,daylight
3/10/2011 17:40,2011-03-10,17:40,running springs,ca,us,changing,30,30 sec.,Flying object that changed shape and color over San Bernardino Mountains CA,34.21,-117.11,daylight
3/10/2011 18:00,2011-03-10,18:00,avalon,ca,us,light,60,1 minute,slow moving light as bright as brightest star in sky&#44 moving slowly from north to south&#44extremely bright then slowly faded out,33.34,-118.33,night
3/10/2011 19:30,2011-03-10,19:30,carmel,ca,,light,120,2 minutes,Vertically descending bright white light in Carmel&#44 CA,36.56,-121.92,night
3/10/2011 20:00,2011-03-10,20:00,winters,tx,us,oval,12,12 seconds,3-amber colored ovals in Winters&#44 Tx sky.,31.96,-99.96,night
3/10/2011 21:35,2011-03-10,21:35,everett,wa,us,light,5,4 to five seconds,Star sized object falls streight down 90deg from horizion and disapears.,47.98,-122.2,night
3/10/2011 23:00,2011-03-10,23:00,kermit,tx,us,triangle,300,5 minutes,a triagle shape ship,31.86,-103.09,night
3/10/2011 23:52,2011-03-10,23:52,gilroy,ca,us,diamond,120,2 minutes,Red orb at 23:52 3/10/11 took a picture zoomed in to see a diamond shaped ufo. Please help,37.01,-121.57,night
3/10/2012 02:00,2012-03-10,02:00,yuma,az,us,disk,600,~10 minutes,Saw a hub-cab-shaped disc at 2AM 10 Mar 2012&#44 hovering over corner of 4th Ave &amp; 27th St in Yuma&#44 AZ,32.73,-114.62,night
3/10/2012 15:45,2012-03-10,15:45,lawrence,ks,us,diamond,180,3 minutes,Diamond shaped object hovers over Kansas University Student Union 3/10/2012.,38.97,-95.24,daylight
3/10/2012 16:00,2012-03-10,16:00,country,ks,,unknown,60,60 seconds,Possible government officials faking an alien sighting.  ((NUFORC Note:  Date amended above.  PD)),33.39,-111.63,daylight
3/10/2012 18:23,2012-03-10,18:23,plantsville,ct,us,other,120,2 minutes,RED ORB FOLLOWED BY HELICOPTER,41.58,-72.89,night
3/10/2012 18:45,2012-03-10,18:45,redding,ca,us,fireball,5,5 seconds,An orange fire-ball was seen flying through the sky&#44 pretty low&#44 and then I seen it disappear behind the trees.,40.59,-122.39,night
3/10/2012 18:45,2012-03-10,18:45,smithfield,nc,us,fireball,300,apprx. 3-5 min,Five fireballs moving across sky in Johnston County NC,35.51,-78.34,night
3/10/2012 19:00,2012-03-10,19:00,reno,nv,us,fireball,5,5 seconds,A fireball fell over south Reno&#44 NV&#44 on 3/10/2012 at 7:00PM. Lasted 4-5 sec.,39.53,-119.81,night
3/10/2012 19:00,2012-03-10,19:00,sarasota,fl,us,triangle,240,4 min,Triangle with lights seen moving south along us 41 sarasota,27.34,-82.53,night
3/10/2012 19:14,2012-03-10,19:14,hendersonville,tn,us,disk,60,1 minute,UFO spotted in Hendersonville&#44 TN,36.3,-86.62,night
3/10/2012 19:30,2012-03-10,19:30,hooksett,nh,us,triangle,120,2 minutes,Three triangular craft&#44 no lights or sound&#44 flying about 150 feet from each other in a straight line. &#44,43.1,-71.47,night
3/10/2012 19:30,2012-03-10,19:30,naples,fl,us,light,90,90 sec,Orange light pulsating orbs in front moved slowly over Naples Beach&#44 no sound. Up and gone.,26.14,-81.8,night
3/10/2012 19:54,2012-03-10,19:54,wentzville,mo,us,fireball,300,5 minutes,Three orange fireballs in Wentzville&#44 MO.,38.81,-90.85,night
3/10/2012 20:00,2012-03-10,20:00,santa ana,ca,us,oval,3600,1 hour,Floating oval aircraft with red lights&#44 moderate to fast smooth movement,33.75,-117.87,night
3/10/2012 20:00,2012-03-10,20:00,west islip,ny,us,sphere,120,2 min.,A bright orange&#44 sphere shaped ball of light.,40.73,-73.21,night
3/10/2012 20:23,2012-03-10,20:23,new britain,ct,us,cigar,20,20 seconds,Floating star and cigar shaped crafts?  Helicopter-like noise but no helicopter.,41.66,-72.78,night
3/10/2012 20:30,2012-03-10,20:30,gibsonville,nc,us,sphere,300,5 min,8 sphere see in the sky by 3 people,36.11,-79.54,night
3/10/2012 21:00,2012-03-10,21:00,chicago,il,us,other,1200,20 min,Craft flies in figure 8&#39s over Midway &#44 then down Cicero&#441red &amp; 1white front light w/3 red horizontal lights flashing sequentially,41.85,-87.65,night
3/10/2012 21:00,2012-03-10,21:00,fort wayne,in,us,unknown,1200,hours,Unusual lights in the southern sky.  ((NUFORC Note:  Sighting of Jupiter and Venus?  PD)),41.13,-85.13,night
3/10/2012 21:00,2012-03-10,21:00,jacksonville,nc,us,sphere,1200,20 minutes,21:00 pair of objects seen in sky. Moved diagonally and in sync against cloud motion. ((NUFORC Note:  Jupiter and Venus.  PD)),34.75,-77.43,night
3/10/2012 21:54,2012-03-10,21:54,pendleton,in,us,triangle,2700,45 mins,There were 2 main ones but a third appeared in the video and photos and we did not see it with the naked eye.,40.0,-85.75,night
3/10/2012 22:00,2012-03-10,22:00,sebastian,fl,us,light,60,1 minute,Orange Light Over Sebastian&#44 Florida,27.82,-80.47,night
3/10/2012 22:30,2012-03-10,22:30,defiance,mo,us,triangle,90,90 sec.,The Triangle light over Hwy 94 in Defiance&#44 MO.,38.66,-90.82,night
3/10/2012 23:00,2012-03-10,23:00,hardin,mt,us,flash,1200,20 minutes,Flashing light moving fast changing color.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),45.73,-107.61,night
3/10/2012 23:00,2012-03-10,23:00,orlando,fl,us,fireball,900,15 minutes,Orange orbs flying over Orlando,28.54,-81.38,night
3/10/2012 23:00,2012-03-10,23:00,warsop (mansfield) (uk/england),,gb,light,5,5 seconds,A bright flashing white light,53.2,-1.15,night
3/10/2012 23:30,2012-03-10,23:30,ventura,ca,us,circle,1800,30 minutes,On Friday night around 7 there was sitings of a blue circle that hovered&#44 and changed directions in Ventura&#44 Ca. over the ocean. The ob,34.28,-119.29,night
3/10/2013 02:00,2013-03-10,02:00,tacoma,wa,us,fireball,900,15 minutes,ORANGE FIREBALL THAT FELL BACK TO EARTH WAS CARRIED BY A LARGE CLEAR PLASTIC BAG. ((NUFORC Note:  Hot-air balloon?  PD)),47.25,-122.44,night
3/10/2013 12:00,2013-03-10,12:00,west springfield,ma,us,cigar,120,2 minutes,Watched a Red and White helicopter follow and stay with the ufo from a distance. Ufo was white with no no markings. It was not a drone,42.1,-72.59,daylight
3/10/2013 15:45,2013-03-10,15:45,glendale,ca,us,fireball,1800,30 minutes,My husband I were in balcony and suddenly noticed this lights&#44 orangish round and moving. They were very up there so immediatley I knew,34.14,-118.25,daylight
3/10/2013 16:59,2013-03-10,16:59,oak bay (canada),nb,ca,flash,2,2 seconds,Bright piercing pure white light from northwest of my home... lighting up my entire home. The light hurt my eyes and my dog immediately,48.05,-66.62,daylight
3/10/2013 16:59,2013-03-10,16:59,oak bay (canada),nb,ca,flash,2,2 seconds,Bright piercing pure white light from northwest of my home... lighting up my entire home. The light hurt my eyes and my dog immediately,48.05,-66.62,daylight
3/10/2013 17:00,2013-03-10,17:00,sydney (australia),,au,egg,1800,30 minutes,The object was oval and traveled slowly,-33.86,151.21,daylight
3/10/2013 20:00,2013-03-10,20:00,pacific ocean (near huntington beach),ca,,formation,360,6 minutes,Amber orbs journalist and witness video and loss of time near Huntington Beach Ca,-8.78,-124.51,night
3/10/2013 20:40,2013-03-10,20:40,redondo beach,ca,us,disk,420,6-7 minutes,7-8 Craft resembling ballon&#39s on fire seen cruising off Southern California coast.,33.85,-118.39,night
3/10/2013 21:30,2013-03-10,21:30,lakeside,or,us,triangle,300,5 minutes,My wife and I was in the Spinreel Dunes area trying to watch a comet that was supposed to be seen that night.,43.58,-124.17,night
3/10/2013 21:30,2013-03-10,21:30,new washington,oh,us,light,7200,2 hours?,Flashing lights in New Washington&#44 Ohio.,40.96,-82.85,night
3/10/2013 22:35,2013-03-10,22:35,leesburg,ga,us,circle,600,10 minutes,Object seen moving with storm on radar.,31.73,-84.17,night
3/10/2014 00:00,2014-03-10,00:00,williamburg,va,,light,1200,20 minutes,White yellow red light not moving.,37.27,-76.71,night
3/10/2014 00:15,2014-03-10,00:15,hendersonville,tn,us,chevron,30,30 seconds,Huge V shaped object seen in Hendersonville&#44 TN.,36.3,-86.62,night
3/10/2014 00:30,2014-03-10,00:30,montevallo,al,us,flash,30,30 seconds,Green fireball object shooting downward from the sky.,33.1,-86.86,night
3/10/2014 03:00,2014-03-10,03:00,garrett,ky,us,other,7200,2+ hours,An elongated star with mutiple colors and a tail of lights.  Blue&#44 then red/orangish tint.  ((NUFORC Note:  Star or Venus?  PD)),37.48,-82.83,night
3/10/2014 03:30,2014-03-10,03:30,cherry hill,nj,us,,1500,25 minutes,Humming.,39.93,-75.03,night
3/10/2014 04:00,2014-03-10,04:00,ainsworth,ia,us,triangle,180,3 minutes,TRIANGLE CRAFT SEEN AGAIN IN AINSWORTH&#33,41.29,-91.55,night
3/10/2014 04:00,2014-03-10,04:00,terre haute,in,us,unknown,3600,60+ minutes,Overpowering&#44 frightening&#44 and extremely loud sounds coming from above.,39.47,-87.41,night
3/10/2014 05:00,2014-03-10,05:00,ormond beach,fl,us,circle,7200,2 hours,Morning object over Atlantic Ocean near daytona beach with strange southern eratic movement.... ((NUFORC Note:  Venus?  PD)),29.29,-81.06,night
3/10/2014 07:20,2014-03-10,07:20,alpharetta,ga,us,oval,30,30 seconds,Oval silent.,34.08,-84.29,daylight
3/10/2014 14:35,2014-03-10,14:35,russellville,al,us,cigar,300,4-5 minutes,White Cylindriacal Cigar type object moves sluggishly in the northern sky.,34.51,-87.73,daylight
3/10/2014 14:45,2014-03-10,14:45,bristol,tn,us,sphere,120,1-2 minutes,Bright white/silver object over Bristol&#44 TN.,36.6,-82.19,daylight
3/10/2014 19:30,2014-03-10,19:30,st. cloud,fl,us,other,60,1 minute,Loud (house shaking) booms in the area.,28.25,-81.28,night
3/10/2014 19:50,2014-03-10,19:50,tehran (iran),,,teardrop,300,5 minutes,First thought that it&#8217;s a lantern-kite/balloon with a flame burning inside&#44 it was about an hour and half after dark in Tehran.,35.7,51.42,night
3/10/2014 20:00,2014-03-10,20:00,raymond,nh,us,triangle,300,5 minutes,It was three bright white lights evenly spaced out to form a triangle and appeared to all be on one craft.,43.04,-71.18,night
3/10/2014 20:00,2014-03-10,20:00,richmond,in,us,circle,1200,20 minutes,Orangey spheres over the north end of glenn miller park in Richmond&#44 Indiana.,39.83,-84.89,night
