datetime,date,time,city,state,country,shape,duration (seconds),duration (hours/min),comments,latitude,longitude,lighting_conditions
12/23/2012 19:00,2012-12-23,19:00,westminster,md,us,triangle,3600,1 hour,Triangular shaped with flashing red and blue lights that was stationary at 9:30 pm,39.58,-77.0,night
12/23/2012 20:02,2012-12-23,20:02,venice,fl,us,fireball,300,4-5 minutes,Bright red ball of fire moving slowly across the sky&#44 stopped and transformed into a red halo.,27.1,-82.45,night
12/23/2012 20:15,2012-12-23,20:15,brewster,ma,us,flash,1500,25 minutes,Two possible crafts sighted from Greenland Pond&#44 Brewster Ma,41.76,-70.08,night
12/23/2012 20:30,2012-12-23,20:30,bear,de,us,fireball,240,4 minutes,15+ orange fireballs sequentially moving north at a moderate speed in Bear&#44 DE.,39.63,-75.66,night
12/23/2012 20:40,2012-12-23,20:40,weehawken,nj,us,other,4,4 seconds,12/23/12 - Large Object with Red Lights falls Extremely Fast from Sky To Hudson River (Weehawken) with ZERO explosion/noise,40.77,-74.02,night
12/23/2012 21:00,2012-12-23,21:00,destin,fl,us,fireball,1800,15-30 minutes,I live in Destin&#44 FL and I&#44 along with my wife and neighbors&#44 have seen floating lights several times.   The lights will last as long a,30.39,-86.5,night
12/23/2012 21:00,2012-12-23,21:00,grovetown,ga,us,triangle,60,1 minute,Triangular shape with 3 very bright white/yellow lights moving slowly approximately 75 feet over the trees and was silent. It was sight,33.45,-82.2,night
12/23/2012 21:30,2012-12-23,21:30,friday harbor,wa,us,light,10,10 seconds,At 21:30 hrs. on 12/23/12 I saw two red stationary lights in the night sky over Friday Harbor&#44 San Juan Island&#44 Washington State. It wa,48.53,-123.02,night
12/23/2012 21:50,2012-12-23,21:50,norfolk,va,us,triangle,60,1 minute,White lights&#44 V-formation jetted thru sky then turned left and disappeared,36.85,-76.29,night
12/23/2012 23:45,2012-12-23,23:45,reykjavik (iceland),,,fireball,60,1 minutes,Sunlike sphere,64.13,-21.93,night
12/23/2013 07:00,2013-12-23,07:00,cape coral,fl,us,circle,3600,1 hour,White orange circle. ((NUFORC Note:  Possible contrails&#44 reflecting rising sun??  PD)),26.56,-81.95,daylight
12/23/2013 17:30,2013-12-23,17:30,post falls,id,us,light,300,5 minutes,Light with irregular flight pattern inconsistent for plane&#44 sattelite or helicopter.,47.72,-116.95,daylight
12/23/2013 17:50,2013-12-23,17:50,san jose (??),ca,us,light,60,1 minute,Helicopter pursues/escorts ufo.,37.34,-121.89,daylight
12/23/2013 18:30,2013-12-23,18:30,waldorf,md,us,triangle,300,5 minutes,Triangular craft followed by multiple conventional planes.,38.62,-76.94,night
12/23/2013 18:45,2013-12-23,18:45,rexburg,id,us,flash,3600,1 hour,My family and I witness bright blue flashes lighting up the night sky.,43.83,-111.79,night
12/23/2013 19:00,2013-12-23,19:00,marietta,mn,us,light,60,1 minute,Flickering orange &quot;star&quot; becomes transitory&#44 races across the sky.,45.01,-96.42,night
12/23/2013 19:30,2013-12-23,19:30,orange,ca,us,circle,30,30 seconds,Orange light pulses then disappears.,33.79,-117.85,night
12/23/2013 19:30,2013-12-23,19:30,rexburg,id,us,flash,300,5 minutes,Blue&#44 red and green flashes seen above east Idaho.,43.83,-111.79,night
12/23/2013 20:00,2013-12-23,20:00,apache junction,az,us,fireball,120,2 minutes,4 people witness a total of 4 orange glowing balls fly and disappear over a two night period.,33.42,-111.55,night
12/23/2013 20:00,2013-12-23,20:00,layton to farmington,ut,,unknown,60,1 minute,Blue highspeed object over Northern Wasatch Front&#44 Utah.,41.06,-111.97,night
12/23/2013 20:00,2013-12-23,20:00,nashville,tn,us,triangle,300,5 minutes,We noticed about twenty lights outlining a triangular shaped objects&#44 suddenly&#44 the lights all disappeared at once.,36.17,-86.78,night
12/23/2013 20:20,2013-12-23,20:20,saint cloud,fl,us,fireball,60,60 seconds,The object appeared to be a low flying rocket-like aircraft in level flight&#44 flying west to east across Osceola County&#44 FL.,28.25,-81.28,night
12/23/2013 20:30,2013-12-23,20:30,east brunswick,nj,us,light,60,1 minute,Orange Glowing ball of light hovering over the town.,40.43,-74.42,night
12/23/2013 20:30,2013-12-23,20:30,queen creek,az,us,light,180,3 minutes,Light appearing two nights in the same week during December in Queen Creek&#44 AZ Identical in occurence.,33.25,-111.63,night
12/23/2013 21:15,2013-12-23,21:15,wasilla,ak,us,fireball,10,10 seconds,Orange fireball looking object moving fluidly across sky over Wasilla moving fast enough to appear propelled. Stopped and then disappea,61.58,-149.44,night
12/23/2013 21:38,2013-12-23,21:38,toledo,wa,us,light,300,5 minutes,Radiant glowing indigo orb seen dancing near I-5 in southern Washington state&#44 12/23/13.,46.44,-122.85,night
12/23/2013 21:58,2013-12-23,21:58,kipahulu,hi,us,cylinder,180,3 minutes,Red/orange object streaks&#44 then floats for three minutes across the sky.,20.66,-156.06,night
12/23/2013 22:11,2013-12-23,22:11,anchorage,ak,us,light,300,5 minutes,stationary amber/orange colored lights over Anchorage.,61.22,-149.9,night
12/23/2013 22:22,2013-12-23,22:22,anchorage,ak,us,circle,10,10 seconds,At least 40 round red orbs hovering in formation above the hillside&#44 disappeared quickly.,61.22,-149.9,night
12/23/2013 23:00,2013-12-23,23:00,parksville (canada),bc,ca,circle,300,5 minutes,7 colored Orbs in a staggered V shape flying towards military base in Canada.,49.3,-124.32,night
12/24/2007 00:00,2007-12-24,00:00,phila./camden,pa,,disk,900,15 minutes or less,Saucer sighted on a black Christmas Eve sky beaming down a bright white light and displaying red flashing lights.,39.95,-75.16,night
12/24/2007 00:15,2007-12-24,00:15,brownsville,tx,us,light,240,3 to 4 minutes,Nighttime headlight looking objects on the road doing a 90 degree turn in front of my truck (twice).,25.9,-97.5,night
12/24/2007 01:47,2007-12-24,01:47,van nuys,ca,us,formation,780,13 min,Turquoise lights floating in triangular formation.,34.19,-118.45,night
12/24/2007 01:49,2007-12-24,01:49,alta loma,ca,us,circle,100,100 seconds,UFO below the Moon from California,34.12,-117.6,night
12/24/2007 02:00,2007-12-24,02:00,new york city,ny,us,unknown,12,12 seconds,something dull&#44 fast&#44  wingless&#44 and bl streaks due north from manhattan / lower hudson valley,40.71,-74.01,night
12/24/2007 03:15,2007-12-24,03:15,east moline,il,us,triangle,600,10 minutes,triangular shape caught my attention.,41.5,-90.44,night
12/24/2007 12:01,2007-12-24,12:01,moneta,va,us,unknown,3600,1 hour,The four of us saw a orange light that shifted around the moon.,37.18,-79.62,daylight
12/24/2007 17:00,2007-12-24,17:00,sanikiluaq (canada),nt,ca,light,40,30 to 40 seconds,rotated towards the left and dimmed out and soon followed by the other bright light,56.53,-79.23,daylight
12/24/2007 18:00,2007-12-24,18:00,windermere,fl,us,changing,60,1 minute,Bright stationary light in sky in lighted&#44 rectangular&#44 grid shape. Moved to NW&#44 vansihed&#44 then flashed brightly and vanished again.,28.5,-81.54,night
12/24/2007 18:50,2007-12-24,18:50,lakewood,co,us,light,900,15 minutes,Unusually bright light seen next to very bright full moon,39.7,-105.08,night
12/24/2007 20:15,2007-12-24,20:15,longmont,co,us,unknown,300,5 mintues,Two very bright sparkling objects seen while driving; one disapeared while the other one moved off slowly out of sight.,40.17,-105.1,night
12/24/2007 20:30,2007-12-24,20:30,memphis,tn,us,unknown,10,10 seconds,Four bright orange lights in a perfect square that was slowly drifting before separating and disappearing.,35.15,-90.05,night
12/24/2007 24:00,2007-12-24,00:00,missouri (from passenger train),mo,,circle,120,several mins,sighting from train. moving passenger train hit an atv.  ((NUFORC Note:  Possible hoax??  PD)),37.96,-91.83,night
12/24/2008 00:30,2008-12-24,00:30,oakland,ca,us,circle,1,1 second,Strange mirage disturbance flying through the sky at high speed over Oakland California.,37.8,-122.27,night
12/24/2008 01:40,2008-12-24,01:40,minneapolis,mn,us,fireball,3,3 seconds,A large&#44 green&#44 glowing ball of light moved from West to east in a sharp downward angle across the southern horizon.,44.98,-93.26,night
12/24/2008 07:18,2008-12-24,07:18,riverside,ca,us,cigar,75,1.25 minutes,Two white&#44 cigar shaped objects&#44 pulsing with light.,33.95,-117.4,daylight
12/24/2008 09:30,2008-12-24,09:30,inverness,fl,us,circle,75,1/2 hour,A multi colored brightly shining star it was not&#33,28.84,-82.33,daylight
12/24/2008 12:00,2008-12-24,12:00,edinburgh,in,us,,1200,20 minutes,4 lights that seperated and spun around.,39.35,-85.97,daylight
12/24/2008 16:16,2008-12-24,16:16,ely&#44 cambridge (uk/england),,,sphere,600,10 minutes,UFOs photographed Xmas Eve near Ely Carthedral&#44 Cambridge&#44 England,52.4,0.26,daylight
12/24/2008 16:48,2008-12-24,16:48,kajaani,,,fireball,120,2 minutes,Orange colored very bright flying object in the sky low altitude&#44 pulling up.,64.23,27.73,daylight
12/24/2008 17:45,2008-12-24,17:45,oklahoma city,ok,us,light,15,10-15 sec.,I saw a light in the sky then another light eminated from it and fell to the earth when it reached earth the object in sky went out.,35.47,-97.52,daylight
12/24/2008 20:00,2008-12-24,20:00,uddingston (uk/scotland),,gb,circle,300,5 minutes,6 bright orange lights moving silently in the sky over Lanarkshire&#44 Scotland,55.8,-4.07,night
12/24/2008 20:01,2008-12-24,20:01,rochester,ny,us,other,120,2 minutes,Christmas Eve object with bright spotlight near Rt. 441 in Wayne County near Rochester&#44 New York like a helicopter with no sound,43.15,-77.62,night
12/24/2008 22:10,2008-12-24,22:10,auburn hills,mi,us,flash,5,5 seconds,Blue-green flash of light in Auburn Hills&#44 MI,42.69,-83.23,night
12/24/2009 01:00,2009-12-24,01:00,fairfax,va,us,other,300,5 minutes,Red/white lights on rotating box hovering&#44 changed to green/blue lights as well when comes close and then flys away at surprising speed,38.85,-77.31,night
12/24/2009 06:15,2009-12-24,06:15,snohomish,wa,us,egg,30,30 seconds,After a second i realized that light that i saw in the sky was flashing and slowing down getting brighter as it descended.,47.91,-122.1,daylight
12/24/2009 18:30,2009-12-24,18:30,anaheim,ca,us,formation,180,1-3 minutes,3 multicolored lights in triangular formation hovering and then rising up.  It changed formation and moved on a curve several times.,33.84,-117.91,night
12/24/2009 18:30,2009-12-24,18:30,bath (uk/england),,gb,other,30,&quot;0 - 30 seconds,South South West of Bath England at 1830hrs 24 Dec 2009. At speed before stopping and ascending straight upwards and out of sight,51.38,-2.37,night
12/24/2009 19:06,2009-12-24,19:06,consett (durham co.) (uk/england),,gb,fireball,180,2 3min,i saw a orange ball of light which slowed down nearly stopping when i took a photo of it.,54.85,-1.83,night
12/24/2009 21:00,2009-12-24,21:00,auckland (new zealand),,,circle,2400,forty minutes,We were driving to view a house festooned with Christmas Lights in West Auckland on Christmas Eve around 9pm.  As I proceeded from the,-36.85,174.76,night
12/24/2009 21:00,2009-12-24,21:00,weymouth,ma,us,other,300,~ 5min.,Dozens of little red lights seen on christmas eve in the skys of weymouth Ma.,42.22,-70.94,night
12/24/2009 21:05,2009-12-24,21:05,greenock (uk/scotland),,gb,light,60,1 min,Greenock&#44 Scotland&#44 Brigh light &#441 min&#44 the bright light moved light a plane but had no sound and was not that high in the sky.,55.93,-4.75,night
12/24/2009 23:01,2009-12-24,23:01,glasgow (uk/scotland),,gb,triangle,300,5minutes,triangle shape made of 3 circles.multi coloured moving in an odd manner,55.83,-4.25,night
12/24/2009 23:35,2009-12-24,23:35,phillips ranch,ca,,changing,600,10 min,Single craft released multiple craft with dropped and flew away&#44 (have pics of sinlge craft only),34.04,-117.78,night
12/24/2010 18:00,2010-12-24,18:00,morris-okmulgee,ok,,fireball,15,10-15sec,orange-red fireball falling from sky in Morris (Okmulgee Co.) OK,35.61,-95.86,night
12/24/2010 19:00,2010-12-24,19:00,chelsea,ma,us,triangle,10,10 sec,on cristmas eve around 7 pm i went outside to smoke a cigarette i always look to the sky since an unexplained experience i had back in,42.39,-71.03,night
12/24/2010 19:30,2010-12-24,19:30,gainesville,va,us,circle,900,15 minutes,16 orange &quot;fireballs&quot; of light seen on Christmas Eve&#44 2010.,38.8,-77.61,night
12/24/2010 19:30,2010-12-24,19:30,reno,nv,us,light,120,1-2 minutes,Strange lights over Reno on Christmas eve,39.53,-119.81,night
12/24/2010 20:00,2010-12-24,20:00,cherry fork,oh,us,light,300,5 min,Three red lights in triangle formation no sound but movement.,38.89,-83.61,night
12/24/2010 20:00,2010-12-24,20:00,columbia,pa,us,light,180,3 minutes,Lights hovering over the field.,40.03,-76.5,night
12/24/2010 20:30,2010-12-24,20:30,canton,mi,us,light,120,2 minutes,3 bright lights traveling south&#44 Canton MI.,42.31,-83.48,night
12/24/2010 21:00,2010-12-24,21:00,delray beach,fl,us,light,7200,2 hours,Object &#44Yellowish orange appeard at cloud level 5000 feet hoverd and moved about.Looking west from Delray beach house.,26.46,-80.07,night
12/24/2010 21:30,2010-12-24,21:30,center valley,pa,us,fireball,1200,20 minutes,I was working last night in a group home and witnessed this while talking on the phone on the front porch of the home. I called my cowo,40.53,-75.39,night
12/24/2010 21:30,2010-12-24,21:30,rolla,mo,us,sphere,900,10-15 minutes,Christmas Eve UFO 4 whiteness.,37.95,-91.77,night
12/24/2010 22:00,2010-12-24,22:00,baton rouge,la,us,oval,180,2-3 mins,Red orb spotted over Shenendoah Subdivision - Baton Rouge,30.45,-91.15,night
12/24/2010 22:00,2010-12-24,22:00,lynn,ma,us,light,900,15:00,5 Amber Lights over Northshore MA,42.47,-70.95,night
12/24/2010 22:20,2010-12-24,22:20,pretoria (south africa),,,sphere,180,3 minutes,4 burning objects moving in irregular fashion before fading away above Pretoria&#44 South Africa,-25.75,28.19,night
12/24/2010 22:30,2010-12-24,22:30,las vegas,nv,us,diamond,180,3 minutes,diamond shaped craft from north to south&#44 crossed orion constellation 2230 12/24/2010,36.17,-115.14,night
12/24/2011 00:00,2011-12-24,00:00,hobe sound,fl,us,light,3600,1 hour,A very bright light about three to four times the size of a star in the sky  that appeared closer like not in space move in circle.,27.06,-80.14,night
12/24/2011 02:00,2011-12-24,02:00,fairbanks,ak,us,sphere,3600,1 hour,Bright Orb/Sphere with pulsating blue and red lights hovering with jerky motion.  ((NUFORC Note:  Sighting of Sirius??  PD)),64.84,-147.72,night
12/24/2011 04:40,2011-12-24,04:40,san leandro,ca,us,other,30,30 sec,A quiet&#44 dark and large floating arc moving from south to north towards downtown Oakland at 4:40 a.m.,37.72,-122.16,night
12/24/2011 05:00,2011-12-24,05:00,bradenton,fl,us,changing,1800,30 min,Saw it Again to the West this time.Large Colorful Pulsating Light.,27.5,-82.58,night
12/24/2011 06:30,2011-12-24,06:30,bradenton,fl,us,changing,300,5 min,Large Pulsating Colorful Light over Eastern Manatee County,27.5,-82.58,daylight
12/24/2011 06:50,2011-12-24,06:50,phoenix,az,us,unknown,900,15 minutes,Bright Blue &amp; Red Object in North Valley,33.45,-112.07,daylight
12/24/2011 08:00,2011-12-24,08:00,salt cake city,ut,,circle,2700,45 min,3 crafts dropped off and hovered over and flicked for 45 min,40.76,-111.89,daylight
12/24/2011 11:49,2011-12-24,11:49,calistoga (2 miles outside),ca,us,oval,2,a few seconds (at most),A grey&#44 oval-shaped object in the sky appears in a photograph taken on this date (but not actually witnessed at the time),38.58,-122.58,daylight
12/24/2011 13:30,2011-12-24,13:30,tooele,ut,us,light,180,3 minutes,3 red non- blinking lights seen from Tooele over Salt Lake Valley,40.53,-112.3,daylight
12/24/2011 17:45,2011-12-24,17:45,olney,md,us,light,3,3 seconds,Fast moving very small circular or disk shaped bright bluish-white object moving SW over Olney&#44 MD 5:45 PM,39.15,-77.07,daylight
12/24/2011 18:00,2011-12-24,18:00,bridgewater,ma,us,unknown,120,several minutes,2 stationary lights in the southwest sky from Bridgewater&#44 MA&#44 highly visibly at dusk when nothing else visible in the sky except the .,41.99,-70.98,night
12/24/2011 18:20,2011-12-24,18:20,henrico,va,us,oval,10,10 seconds,Neon blue oval shape zipping across the sky,36.59,-78.62,night
12/24/2011 18:30,2011-12-24,18:30,sammamish,wa,us,fireball,20,15-20 seconds,VERY Bright yellow/red object moving across sky&#44 seen from Sammamish at about 6:30 pm 12/24/11.,47.64,-122.08,night
12/24/2011 19:00,2011-12-24,19:00,clarks green,pa,us,unknown,120,2:00 min,Slightly orange round lights moving in the sky.,41.49,-75.7,night
12/24/2011 19:30,2011-12-24,19:30,catonsville,md,us,sphere,120,1-2 minutes,Orange spheres in the sky,39.27,-76.73,night
12/24/2011 19:50,2011-12-24,19:50,st. louis,mo,us,triangle,90,approx 90 seconds,6 lights spanning across the street &#44 a triangle shaped object hovering and spinning&#44 silent,38.63,-90.2,night
12/24/2011 20:00,2011-12-24,20:00,grand junction,co,us,other,300,5 min,Large red ball of light with trail of white/yellow lights seen over Grand Junction&#44 CO,39.06,-108.55,night
12/24/2011 20:00,2011-12-24,20:00,hatboro,pa,us,other,15,15 seconds,We were at my inlaws house for christmas eve dinner. I went outback to have a smoke. When i looked up to see the stars I noticed a craf,40.17,-75.11,night
12/24/2011 20:00,2011-12-24,20:00,oldsmar,fl,us,oval,180,3 minutes,I was leaving my parents house when my Dad said&#44 &quot;What is that?&quot;.  My Mom and I looked up and we saw a red oval craft in the sky.  It w,28.03,-82.67,night
12/24/2011 20:00,2011-12-24,20:00,spanaway,wa,us,formation,90,1:30+,This is my second confirmed&#44 and somehow knew it was about to take place&#33&#33??,47.1,-122.43,night
12/24/2011 20:00,2011-12-24,20:00,west jordan,ut,us,fireball,600,5-10 mins,4 red orbs over West Jordan&#44 UT. on Christmas Eve 2011,40.5,-111.95,night
12/24/2011 20:05,2011-12-24,20:05,irvine,ca,us,triangle,300,3-5 min,Irvine CA&#44 8:05 PM Dec. 24 2011. V Shaped light formation 4 lights on each side which pulsated extreamly bright white.,33.67,-117.82,night
12/24/2011 20:30,2011-12-24,20:30,brickerville,pa,us,formation,30,30 seconds,3 glowing orange orbs over the PA Turnpike on Christmas Eve.,40.23,-76.3,night
12/24/2011 20:30,2011-12-24,20:30,pumpkin center,la,us,light,600,10 minutes,Red-Orange Silent Bright Light near Hammond La,30.45,-90.54,night
12/24/2011 20:50,2011-12-24,20:50,port charlotte,fl,us,changing,900,15 minutes,Serpentine UFO over Port Charlotte&#44 FL Christmas Eve,26.98,-82.09,night
12/24/2011 20:50,2011-12-24,20:50,warminster,pa,us,other,60,1 minute,A long Bar like shaped craft with lights all along it witnessed by 2 people in Bucks County PA,40.21,-75.1,night
12/24/2011 21:00,2011-12-24,21:00,levittown,pa,us,circle,1500,about 25 minutes,Glowing orange lights floating in the sky that lite up and disappeared.,40.16,-74.83,night
12/24/2011 21:10,2011-12-24,21:10,gaithersburg,md,us,circle,600,10 minutes,Lights over Gaithersburg&#44 MD,39.14,-77.2,night
12/24/2011 21:30,2011-12-24,21:30,boise,id,us,light,1500,25 minutes,Red Pulsating Light Seen in Boise on Christmas Eve,43.61,-116.2,night
12/24/2011 21:30,2011-12-24,21:30,new york (long island),ny,us,fireball,900,10-15 minutes,6 fireballs ascended in formation and vanished one after another.,40.71,-74.01,night
12/24/2011 21:45,2011-12-24,21:45,rio rancho,nm,us,circle,180,3 minutes,Rio Rancho&#44 New Mexico UFO spotted on Christmas Eve,35.23,-106.66,night
12/24/2011 22:00,2011-12-24,22:00,boise,id,us,circle,1800,30 minutes,Bright red star at about 30 degrees above eastern horizon.  ((NUFORC Note:  Possibly Sirius?  PD)),43.61,-116.2,night
12/24/2011 22:00,2011-12-24,22:00,fayence (france),,,other,10,10 seconds,Bright white lights (one at the time) switching on and off at an irregular fashion. All atitudes above 10&#44000 feet  all directions,43.62,6.69,night
12/24/2011 22:00,2011-12-24,22:00,littleton,co,us,circle,300,5 minutes,Saw four orange-red circles sitting still in the sky south-east of Littleton Christmas Eve about 10 pm.  Two faded out and a while late,39.61,-105.02,night
12/24/2011 22:00,2011-12-24,22:00,pensacola,fl,us,fireball,900,15 minutes,Looked like a fiery fiery snowglobe.,30.42,-87.22,night
12/24/2011 22:15,2011-12-24,22:15,boynton beach,fl,us,fireball,300,5 minutes,Orange fireball/light seen on christmas eve Boynton Beach Florida,26.52,-80.07,night
12/24/2011 22:35,2011-12-24,22:35,kirkland,wa,us,light,900,15 minutes or so,Odd light seen from Kirkland facing west.,47.68,-122.21,night
12/24/2011 23:00,2011-12-24,23:00,lenore,wv,us,changing,120,1-2 min,I saw  what looked like an aircraft at first.  It was flying east to west&#44 slowly.  As it came over me&#44 I realized one of the lights wa,37.8,-82.29,night
12/24/2011 23:00,2011-12-24,23:00,phoenix,az,us,other,900,15 mins.,Purple light dances around sky while disappearing  and reappearing.,33.45,-112.07,night
12/24/2011 23:50,2011-12-24,23:50,fountain,co,us,light,20,20 sec,Glowing Light Above Norad in Colorado Springs,38.68,-104.7,night
12/24/2011 24:00,2011-12-24,00:00,medford,ny,us,circle,180,3 minutes,20+ amber circles ( star appearence) shaped like a &quot;reversed&quot; Big Dipper. In minutes&#44 circles appeared to dim or vanish,40.82,-73.0,night
12/24/2012 03:00,2012-12-24,03:00,lobelville,tn,us,unknown,300,5 minutes,Awoke at 3 am&#44 electricity out&#44  home shaking&#44 loud humming sound&#44 bright green lights and witnessed a humanoid figure outside window.,35.77,-87.78,night
12/24/2012 06:20,2012-12-24,06:20,vidor,tx,us,unknown,180,3 minutes,Star Like Craft,30.13,-94.02,daylight
12/24/2012 09:13,2012-12-24,09:13,salem,or,us,circle,180,3 minutes,Observed one bright red/orange light at first&#44 then saw three more identical objects following it forming a triangle shape as soon as t,44.94,-123.03,daylight
12/24/2012 17:15,2012-12-24,17:15,lake barrington,il,us,triangle,480,8 minutes,8 Triangular Orange Lights Moving North to South on 12/24/12 @ 5:15pm CST in Lake Barrington&#44 IL,42.21,-88.15,daylight
12/24/2012 18:15,2012-12-24,18:15,vero beach,fl,us,sphere,120,1 1/2 minutes,Lone flaming orb shoots back and forth across the sky,27.64,-80.4,night
12/24/2012 18:30,2012-12-24,18:30,bridgton,me,us,light,300,5 minutes,Several different orange red pulsing lights ball shaped&#44 things with 5 witnesses that none of us could explain.,44.05,-70.71,night
12/24/2012 18:45,2012-12-24,18:45,curepe (trinidad/tobago),,,fireball,300,5 minutes,Fireball hovering over Curepe&#44 Trinidad West Indies.,10.64,-61.41,night
12/24/2012 18:45,2012-12-24,18:45,deep river,ct,us,fireball,120,2 minutes,4 red glowing orbs in the southern sky &#44&#44they didnt move then just disappered,41.39,-72.44,night
12/24/2012 19:00,2012-12-24,19:00,greenfield,ma,us,light,2700,45 minutes,Ufo dogfight over pioneer valley,42.59,-72.6,night
12/24/2012 19:00,2012-12-24,19:00,stuart,fl,us,fireball,240,3-4 minutes,Fireball over south Stuart Fl. traveling east/northeast. No lights except for what looked like an orange fireball.,27.2,-80.25,night
12/24/2012 19:00,2012-12-24,19:00,waterbury,vt,us,circle,300,5 minutes,Red/orange ball moving then disappeared.,44.34,-72.76,night
12/24/2012 19:30,2012-12-24,19:30,gainesville,fl,us,light,60,1 minute,Five lights fly in straight line.,29.65,-82.32,night
12/24/2012 19:30,2012-12-24,19:30,talent,or,us,light,420,5-7 minutes,Red/Yellow orb West of Medford&#44 Oregon&#44 Christmas Eve.,42.25,-122.79,night
12/24/2012 20:00,2012-12-24,20:00,sparta,nj,us,light,60,60 seconds,5 large glowing red/white lights traveling close together,41.03,-74.64,night
12/24/2012 20:00,2012-12-24,20:00,st. cloud,mn,us,circle,20,20 seconds,Orange&#44 shiny object&#44 8 p.m.&#44 in the night sky (St. Cloud&#44 MN)&#44 came closer and closer until gradually fading away.,45.56,-94.16,night
12/24/2012 20:30,2012-12-24,20:30,oceanside,ca,us,other,60,1 minute,This object had a bright orange light that was steady and not moving,33.2,-117.38,night
12/24/2012 21:00,2012-12-24,21:00,boise,id,us,light,900,15 minutes,Red light over Boise dropping other red lights out of it toward the ground,43.61,-116.2,night
12/24/2012 21:15,2012-12-24,21:15,sparks,nv,us,light,300,5 minutes,Three separate bright orange lights in the western sky traveling at very high rates of speed. ((NUFORC Note:  Law enforcement report.)),39.53,-119.75,night
12/24/2012 21:30,2012-12-24,21:30,fairfield,ca,us,circle,240,3-4 minutes,4 red lights-seen 2 at a time.,38.25,-122.04,night
12/24/2012 21:30,2012-12-24,21:30,pico rivera,ca,us,fireball,60,1 minute,Glowing ball of fire...,33.98,-118.1,night
12/24/2012 22:00,2012-12-24,22:00,north bay (canada),on,ca,light,600,10 minutes,Several (12-15) red/orange lights moving erraticly upwards to out of sight.,46.3,-79.45,night
12/24/2012 22:15,2012-12-24,22:15,santa rosa,ca,us,triangle,120,1-2 minutes,Three bright orange triangular lights seen by elementary school teacher on Christmas Eve-Not Santa&#39s sleigh.,38.44,-122.71,night
12/24/2012 23:00,2012-12-24,23:00,port st. lucie,fl,,sphere,1800,20-30 minutes,Circular object emitting strong bright light moves unlike any man-made aircraft we know of today.,27.27,-80.36,night
12/24/2012 23:30,2012-12-24,23:30,kanata (canada),on,ca,light,600,10 minutes,Pulsating glowing red light around a big round bright light,45.33,-75.9,night
12/24/2012 23:40,2012-12-24,23:40,tampa,fl,us,fireball,60,1 minute,A fiery round craft headed north at low altitude followed by an identical craft a few seconds behind.,27.95,-82.46,night
12/24/2012 23:40,2012-12-24,23:40,tampa,fl,us,fireball,60,1 minute,Two fire ball like flying objects seen following each other in Tampa On Christmas Eve,27.95,-82.46,night
12/24/2013 00:15,2013-12-24,00:15,watsonville,ca,us,chevron,300,5 minutes,6 orange circles holding formation in sky.,36.91,-121.76,night
12/24/2013 00:47,2013-12-24,00:47,holts summit,mo,us,disk,120,2 minutes,It is back&#44 once more&#44 early&#44 and dropping &quot;drones.&quot;,38.64,-92.12,night
12/24/2013 02:30,2013-12-24,02:30,dartmouth (uk/england),,gb,flash,3,3 seconds,Clear flash following by comet or shooting star.,50.35,-3.58,night
12/24/2013 07:45,2013-12-24,07:45,norwalk,ct,us,circle,120,few minutes,We were driving home and out of the corner of my eye i spot 3 circular lights moving in strange patterns. 2 more flew up in the same st,41.12,-73.41,daylight
12/24/2013 09:00,2013-12-24,09:00,columbia city,in,us,cylinder,120,2 minutes,Was looling at a double rainbow that was out side of my house then saw a strange silver craft hovering by it i kept watching it till it,41.16,-85.49,daylight
12/24/2013 10:50,2013-12-24,10:50,oceanside,ca,us,fireball,600,10 minutes,Four fireballs changing directions.,33.2,-117.38,daylight
12/24/2013 16:30,2013-12-24,16:30,methuen,ma,us,light,20,20 seconds,Yellow/orange light over route 93 near Methuen.,42.73,-71.19,daylight
12/24/2013 17:30,2013-12-24,17:30,port kennedy,,,light,180,~3 minutes,Bright light over Port Kennedy Western Australia that rose up and then travelled in a straight line above our heads and into the distan,-32.37,115.76,daylight
12/24/2013 17:45,2013-12-24,17:45,providence &amp; cranston,ri,,fireball,300,5 minutes,Fireball-like lights on Christmas Eve.,41.8,-71.45,daylight
12/24/2013 17:45,2013-12-24,17:45,rock,mi,us,changing,1200,20 minutes,Very bright&#44 white ball exploding&#44 reappearing and shape-shifting travelling slowly past Michigan,46.07,-87.17,daylight
12/24/2013 18:00,2013-12-24,18:00,saratoga,ca,us,sphere,180,2-3 minutes,Orange ball of light.,37.26,-122.02,night
12/24/2013 18:25,2013-12-24,18:25,san tan valley,az,,fireball,1800,30 minutes,Red orbs over San Tan Valley.,33.17,-111.57,night
12/24/2013 18:28,2013-12-24,18:28,southbury,ct,us,oval,120,2 minutes,Orange star in sky.,41.48,-73.21,night
12/24/2013 19:00,2013-12-24,19:00,bethel park,pa,us,circle,180,3 minutes,5 Red pulsating lights in the sky over Bethel Park&#44 PA on Christmas Eve 2013.,40.33,-80.04,night
12/24/2013 19:00,2013-12-24,19:00,caldwell,id,us,circle,600,10 minutes,9 orange lights hovering Northwest of Caldwell,43.66,-116.69,night
12/24/2013 19:00,2013-12-24,19:00,fayetteville,ar,us,formation,300,5 minutes,Two waves of orange/yellow orbs with &#39afterburner&#39  like emissions visible from the rear upon passing overhead.,36.06,-94.16,night
